common.name,scientific.name,class,genus,family
Black-masked Finch,Coryphaspiza melanotis,Aves,Coryphaspiza,Thraupidae
Pileated Finch,Coryphospingus pileatus,Aves,Coryphospingus,Thraupidae
Red-crested Finch,Coryphospingus cucullatus,Aves,Coryphospingus,Thraupidae
Crimson-breasted Finch,Rhodospingus cruentus,Aves,Rhodospingus,Thraupidae
Yellow Cardinal,Gubernatrix cristata,Aves,Gubernatrix,Thraupidae
Bananaquit,Coereba flaveola,Aves,Coereba,Thraupidae
Yellow-faced Grassquit,Tiaris olivaceus,Aves,Tiaris,Thraupidae
Orangequit,Euneornis campestris,Aves,Euneornis,Thraupidae
Puerto Rican Bullfinch,Melopyrrha portoricensis,Aves,Melopyrrha,Thraupidae
St. Kitts Bullfinch,Melopyrrha grandis,Aves,Melopyrrha,Thraupidae
Cuban Bullfinch,Melopyrrha nigra,Aves,Melopyrrha,Thraupidae
Grand Cayman Bullfinch,Melopyrrha taylori,Aves,Melopyrrha,Thraupidae
Greater Antillean Bullfinch,Melopyrrha violacea,Aves,Melopyrrha,Thraupidae
Yellow-shouldered Grassquit,Loxipasser anoxanthus,Aves,Loxipasser,Thraupidae
Cuban Grassquit,Phonipara canora,Aves,Phonipara,Thraupidae
Lesser Antillean Bullfinch,Loxigilla noctis,Aves,Loxigilla,Thraupidae
Barbados Bullfinch,Loxigilla barbadensis,Aves,Loxigilla,Thraupidae
St. Lucia Black Finch,Melanospiza richardsoni,Aves,Melanospiza,Thraupidae
Black-faced Grassquit,Melanospiza bicolor,Aves,Melanospiza,Thraupidae
Dull-colored Grassquit,Asemospiza obscura,Aves,Asemospiza,Thraupidae
Sooty Grassquit,Asemospiza fuliginosa,Aves,Asemospiza,Thraupidae
Cocos Finch,Pinaroloxias inornata,Aves,Pinaroloxias,Thraupidae
Green Warbler-Finch,Certhidea olivacea,Aves,Certhidea,Thraupidae
Grey Warbler-Finch,Certhidea fusca,Aves,Certhidea,Thraupidae
Vegetarian Finch,Platyspiza crassirostris,Aves,Platyspiza,Thraupidae
Woodpecker Finch,Camarhynchus pallidus,Aves,Camarhynchus,Thraupidae
Large Tree-Finch,Camarhynchus psittacula,Aves,Camarhynchus,Thraupidae
Medium Tree-Finch,Camarhynchus pauper,Aves,Camarhynchus,Thraupidae
Small Tree-Finch,Camarhynchus parvulus,Aves,Camarhynchus,Thraupidae
Mangrove Finch,Camarhynchus heliobates,Aves,Camarhynchus,Thraupidae
Small Ground-Finch,Geospiza fuliginosa,Aves,Geospiza,Thraupidae
Large Ground-Finch,Geospiza magnirostris,Aves,Geospiza,Thraupidae
Vampire Ground-Finch,Geospiza septentrionalis,Aves,Geospiza,Thraupidae
Genovesa Ground-Finch,Geospiza acutirostris,Aves,Geospiza,Thraupidae
Sharp-beaked Ground-Finch,Geospiza difficilis,Aves,Geospiza,Thraupidae
Common Cactus-Finch,Geospiza scandens,Aves,Geospiza,Thraupidae
Medium Ground-Finch,Geospiza fortis,Aves,Geospiza,Thraupidae
Española Ground-Finch,Geospiza conirostris,Aves,Geospiza,Thraupidae
Genovesa Cactus-Finch,Geospiza propinqua,Aves,Geospiza,Thraupidae
Yellow-shouldered Grosbeak,Parkerthraustes humeralis,Aves,Parkerthraustes,Thraupidae
Many-colored Chaco Finch,Saltatricula multicolor,Aves,Saltatricula,Thraupidae
Black-throated Saltator,Saltatricula atricollis,Aves,Saltatricula,Thraupidae
Buff-throated Saltator,Saltator maximus,Aves,Saltator,Thraupidae
Black-winged Saltator,Saltator atripennis,Aves,Saltator,Thraupidae
Black-headed Saltator,Saltator atriceps,Aves,Saltator,Thraupidae
Orinocan Saltator,Saltator orenocensis,Aves,Saltator,Thraupidae
Olive-grey Saltator,Saltator olivascens,Aves,Saltator,Thraupidae
Cinnamon-bellied Saltator,Saltator grandis,Aves,Saltator,Thraupidae
Bluish-grey Saltator,Saltator coerulescens,Aves,Saltator,Thraupidae
Streaked Saltator,Saltator striatipectus,Aves,Saltator,Thraupidae
Lesser Antillean Saltator,Saltator albicollis,Aves,Saltator,Thraupidae
Green-winged Saltator,Saltator similis,Aves,Saltator,Thraupidae
Black-cowled Saltator,Saltator nigriceps,Aves,Saltator,Thraupidae
Thick-billed Saltator,Saltator maxillosus,Aves,Saltator,Thraupidae
Golden-billed Saltator,Saltator aurantiirostris,Aves,Saltator,Thraupidae
Masked Saltator,Saltator cinctus,Aves,Saltator,Thraupidae
Slate-colored Grosbeak,Saltator grossus,Aves,Saltator,Thraupidae
Black-throated Grosbeak,Saltator fuliginosus,Aves,Saltator,Thraupidae
Tree Frog,Litoria,Amphibia,Litoria,Hylidae
Northern Froglet/Desert Froglet,Crinia remota/deserticola,Amphibia,Crinia,Myobatrachidae
Clicking Froglet/Beeping Froglet,Crinia signifera/parinsignifera,Amphibia,Crinia,Myobatrachidae
Stonemason Toadlet/Einasleigh Toadlet,Uperoleia lithomoda/littlejohni,Amphibia,Uperoleia,Myobatrachidae
Stonemason Toadlet/Mimic Toadlet,Uperoleia lithomoda/mimula,Amphibia,Uperoleia,Myobatrachidae
Frog,Anura,Amphibia,NA,NA
Animal,Animalia,Animalia,NA,NA
Gerygone,Gerygone,Aves,Gerygone,Acanthizidae
Thornbill,Acanthiza,Aves,Acanthiza,Acanthizidae
Hawk,Accipitridae,Aves,NA,Accipitridae
Kookaburra,Dacelo,Aves,Dacelo,Alcedinidae
Duck,Anatidae,Aves,NA,Anatidae
Egret,Ardeidae,Aves,NA,Ardeidae
Heron,Ardeidae,Aves,NA,Ardeidae
Woodswallow,Artamus,Aves,NA,Artamidae
Cockatoo,Cacatuidae,Aves,NA,Cacatuidae
Cuckooshrike,Campephagidae,Aves,NA,Campephagidae
Treecreeper,Certhiidae,Aves,NA,Certhiidae
Dove,Columbidae,Aves,NA,Columbidae
Corvid,Corvus,Aves,Corvus,Corvidae
Finch,Fringillidae,Aves,NA,Fringillidae
Martin,Petrochelidon,Aves,Petrochelidon,Hirundinidae
Swallow,Hirundinidae,Aves,NA,Hirundinidae
Fairywren,Maluridae,Aves,NA,Maluridae
Friarbird,Philemon,Aves,Philemon,Meliphagidae
Honeyeater,Meliphagidae,Aves,NA,Meliphagidae
Miner,Manorina,Aves,Manorina,Meliphagidae
Shrike-thrush,Colluricincla,Aves,Colluricincla,Pachycephalidae
Robin,Petroicidae,Aves,NA,Petroicidae
Red Robin,Petroica,Aves,Petroica,Petroicidae
Grebe,Podicipedidae,Aves,NA,Podicipedidae
Fantail,Rhipidura,Aves,NA,Rhipidura
Button Quail,Turnicidae,Aves,NA,Turnicidae
